"","X_id","beachId","beachName","siteName","collectionDate","eColi","comments","geometry"
"6791",6791,2,"Sunnyside Beach","21W","2019-07-18",2900,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6792",6792,2,"Sunnyside Beach","22W","2019-07-18",2000,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6793",6793,1,"Marie Curtis Park East Beach","29W","2019-07-17",270,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6794",6794,1,"Marie Curtis Park East Beach","33W","2019-07-17",320,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6795",6795,1,"Marie Curtis Park East Beach","32W","2019-07-17",510,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6796",6796,1,"Marie Curtis Park East Beach","31W","2019-07-17",360,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6797",6797,1,"Marie Curtis Park East Beach","30W","2019-07-17",440,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6798",6798,2,"Sunnyside Beach","23W","2019-07-17",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6799",6799,2,"Sunnyside Beach","17W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6800",6800,2,"Sunnyside Beach","18W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6801",6801,2,"Sunnyside Beach","19W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6802",6802,2,"Sunnyside Beach","20W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6803",6803,2,"Sunnyside Beach","21W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6804",6804,2,"Sunnyside Beach","22W","2019-07-17",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6805",6805,1,"Marie Curtis Park East Beach","29W","2019-07-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6806",6806,1,"Marie Curtis Park East Beach","33W","2019-07-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6807",6807,1,"Marie Curtis Park East Beach","32W","2019-07-16",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6808",6808,1,"Marie Curtis Park East Beach","31W","2019-07-16",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6809",6809,1,"Marie Curtis Park East Beach","30W","2019-07-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6810",6810,2,"Sunnyside Beach","23W","2019-07-16",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6811",6811,2,"Sunnyside Beach","17W","2019-07-16",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6812",6812,2,"Sunnyside Beach","18W","2019-07-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6813",6813,2,"Sunnyside Beach","19W","2019-07-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6814",6814,2,"Sunnyside Beach","20W","2019-07-16",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6815",6815,2,"Sunnyside Beach","21W","2019-07-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6816",6816,2,"Sunnyside Beach","22W","2019-07-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6817",6817,1,"Marie Curtis Park East Beach","29W","2019-07-15",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6818",6818,1,"Marie Curtis Park East Beach","33W","2019-07-15",340,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6819",6819,1,"Marie Curtis Park East Beach","32W","2019-07-15",430,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6820",6820,1,"Marie Curtis Park East Beach","31W","2019-07-15",340,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6821",6821,1,"Marie Curtis Park East Beach","30W","2019-07-15",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6822",6822,2,"Sunnyside Beach","23W","2019-07-15",NA,"no data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6823",6823,2,"Sunnyside Beach","17W","2019-07-15",380,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6824",6824,2,"Sunnyside Beach","18W","2019-07-15",500,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6825",6825,2,"Sunnyside Beach","19W","2019-07-15",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6826",6826,2,"Sunnyside Beach","20W","2019-07-15",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6827",6827,2,"Sunnyside Beach","21W","2019-07-15",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6828",6828,2,"Sunnyside Beach","22W","2019-07-15",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6829",6829,1,"Marie Curtis Park East Beach","29W","2019-07-14",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6830",6830,1,"Marie Curtis Park East Beach","33W","2019-07-14",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6831",6831,1,"Marie Curtis Park East Beach","32W","2019-07-14",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6832",6832,1,"Marie Curtis Park East Beach","31W","2019-07-14",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6833",6833,1,"Marie Curtis Park East Beach","30W","2019-07-14",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6834",6834,2,"Sunnyside Beach","23W","2019-07-14",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6835",6835,2,"Sunnyside Beach","17W","2019-07-14",7690,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6836",6836,2,"Sunnyside Beach","18W","2019-07-14",4750,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6837",6837,2,"Sunnyside Beach","19W","2019-07-14",5830,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6838",6838,2,"Sunnyside Beach","20W","2019-07-14",1490,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6839",6839,2,"Sunnyside Beach","21W","2019-07-14",1420,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6840",6840,2,"Sunnyside Beach","22W","2019-07-14",1420,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6841",6841,1,"Marie Curtis Park East Beach","29W","2019-07-13",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6842",6842,1,"Marie Curtis Park East Beach","33W","2019-07-13",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6843",6843,1,"Marie Curtis Park East Beach","32W","2019-07-13",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6844",6844,1,"Marie Curtis Park East Beach","31W","2019-07-13",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6845",6845,1,"Marie Curtis Park East Beach","30W","2019-07-13",170,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6846",6846,2,"Sunnyside Beach","23W","2019-07-13",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6847",6847,2,"Sunnyside Beach","17W","2019-07-13",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6848",6848,2,"Sunnyside Beach","18W","2019-07-13",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6849",6849,2,"Sunnyside Beach","19W","2019-07-13",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6850",6850,2,"Sunnyside Beach","20W","2019-07-13",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6851",6851,2,"Sunnyside Beach","21W","2019-07-13",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6852",6852,2,"Sunnyside Beach","22W","2019-07-13",10,"<10","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6853",6853,1,"Marie Curtis Park East Beach","29W","2019-07-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6854",6854,1,"Marie Curtis Park East Beach","33W","2019-07-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6855",6855,1,"Marie Curtis Park East Beach","32W","2019-07-12",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6856",6856,1,"Marie Curtis Park East Beach","31W","2019-07-12",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6857",6857,1,"Marie Curtis Park East Beach","30W","2019-07-12",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6858",6858,2,"Sunnyside Beach","23W","2019-07-12",NA,"no data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6859",6859,2,"Sunnyside Beach","17W","2019-07-12",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6860",6860,2,"Sunnyside Beach","18W","2019-07-12",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6861",6861,2,"Sunnyside Beach","19W","2019-07-12",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6862",6862,2,"Sunnyside Beach","20W","2019-07-12",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6863",6863,2,"Sunnyside Beach","21W","2019-07-12",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6864",6864,2,"Sunnyside Beach","22W","2019-07-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6865",6865,1,"Marie Curtis Park East Beach","29W","2019-07-11",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6866",6866,1,"Marie Curtis Park East Beach","33W","2019-07-11",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6867",6867,1,"Marie Curtis Park East Beach","32W","2019-07-11",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6868",6868,1,"Marie Curtis Park East Beach","31W","2019-07-11",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6869",6869,1,"Marie Curtis Park East Beach","30W","2019-07-11",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6870",6870,2,"Sunnyside Beach","23W","2019-07-11",NA,"no data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6871",6871,2,"Sunnyside Beach","17W","2019-07-11",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6872",6872,2,"Sunnyside Beach","18W","2019-07-11",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6873",6873,2,"Sunnyside Beach","19W","2019-07-11",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6874",6874,2,"Sunnyside Beach","20W","2019-07-11",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6875",6875,2,"Sunnyside Beach","21W","2019-07-11",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6876",6876,2,"Sunnyside Beach","22W","2019-07-11",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6877",6877,1,"Marie Curtis Park East Beach","29W","2019-07-10",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6878",6878,1,"Marie Curtis Park East Beach","33W","2019-07-10",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6879",6879,1,"Marie Curtis Park East Beach","32W","2019-07-10",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6880",6880,1,"Marie Curtis Park East Beach","31W","2019-07-10",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6881",6881,1,"Marie Curtis Park East Beach","30W","2019-07-10",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6882",6882,2,"Sunnyside Beach","23W","2019-07-10",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6883",6883,2,"Sunnyside Beach","17W","2019-07-10",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6884",6884,2,"Sunnyside Beach","18W","2019-07-10",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6885",6885,2,"Sunnyside Beach","19W","2019-07-10",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6886",6886,2,"Sunnyside Beach","20W","2019-07-10",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6887",6887,2,"Sunnyside Beach","21W","2019-07-10",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6888",6888,2,"Sunnyside Beach","22W","2019-07-10",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6889",6889,1,"Marie Curtis Park East Beach","29W","2019-07-09",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6890",6890,1,"Marie Curtis Park East Beach","33W","2019-07-09",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6891",6891,1,"Marie Curtis Park East Beach","32W","2019-07-09",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6892",6892,1,"Marie Curtis Park East Beach","31W","2019-07-09",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6893",6893,1,"Marie Curtis Park East Beach","30W","2019-07-09",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6894",6894,2,"Sunnyside Beach","23W","2019-07-09",NA,"no data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6895",6895,2,"Sunnyside Beach","17W","2019-07-09",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6896",6896,2,"Sunnyside Beach","18W","2019-07-09",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6897",6897,2,"Sunnyside Beach","19W","2019-07-09",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6898",6898,2,"Sunnyside Beach","20W","2019-07-09",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6899",6899,2,"Sunnyside Beach","21W","2019-07-09",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6900",6900,2,"Sunnyside Beach","22W","2019-07-09",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6901",6901,1,"Marie Curtis Park East Beach","29W","2019-07-08",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6902",6902,1,"Marie Curtis Park East Beach","33W","2019-07-08",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6903",6903,1,"Marie Curtis Park East Beach","32W","2019-07-08",1000,">","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6904",6904,1,"Marie Curtis Park East Beach","31W","2019-07-08",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6905",6905,1,"Marie Curtis Park East Beach","30W","2019-07-08",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6906",6906,2,"Sunnyside Beach","23W","2019-07-08",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6907",6907,2,"Sunnyside Beach","17W","2019-07-08",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6908",6908,2,"Sunnyside Beach","18W","2019-07-08",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6909",6909,2,"Sunnyside Beach","19W","2019-07-08",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6910",6910,2,"Sunnyside Beach","20W","2019-07-08",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6911",6911,2,"Sunnyside Beach","21W","2019-07-08",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6912",6912,2,"Sunnyside Beach","22W","2019-07-08",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6913",6913,1,"Marie Curtis Park East Beach","29W","2019-07-07",950,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6914",6914,1,"Marie Curtis Park East Beach","33W","2019-07-07",980,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6915",6915,1,"Marie Curtis Park East Beach","32W","2019-07-07",1200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6916",6916,1,"Marie Curtis Park East Beach","31W","2019-07-07",1100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6917",6917,1,"Marie Curtis Park East Beach","30W","2019-07-07",1300,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6918",6918,2,"Sunnyside Beach","23W","2019-07-07",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6919",6919,2,"Sunnyside Beach","17W","2019-07-07",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6920",6920,2,"Sunnyside Beach","18W","2019-07-07",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6921",6921,2,"Sunnyside Beach","19W","2019-07-07",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6922",6922,2,"Sunnyside Beach","20W","2019-07-07",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6923",6923,2,"Sunnyside Beach","21W","2019-07-07",290,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6924",6924,2,"Sunnyside Beach","22W","2019-07-07",340,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6925",6925,1,"Marie Curtis Park East Beach","29W","2019-07-06",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6926",6926,1,"Marie Curtis Park East Beach","33W","2019-07-06",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6927",6927,1,"Marie Curtis Park East Beach","32W","2019-07-06",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6928",6928,1,"Marie Curtis Park East Beach","31W","2019-07-06",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6929",6929,1,"Marie Curtis Park East Beach","30W","2019-07-06",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6930",6930,2,"Sunnyside Beach","23W","2019-07-06",NA,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6931",6931,2,"Sunnyside Beach","17W","2019-07-06",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6932",6932,2,"Sunnyside Beach","18W","2019-07-06",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6933",6933,2,"Sunnyside Beach","19W","2019-07-06",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6934",6934,2,"Sunnyside Beach","20W","2019-07-06",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6935",6935,2,"Sunnyside Beach","21W","2019-07-06",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6936",6936,2,"Sunnyside Beach","22W","2019-07-06",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6937",6937,1,"Marie Curtis Park East Beach","29W","2019-07-05",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6938",6938,1,"Marie Curtis Park East Beach","33W","2019-07-05",510,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6939",6939,1,"Marie Curtis Park East Beach","32W","2019-07-05",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6940",6940,1,"Marie Curtis Park East Beach","31W","2019-07-05",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6941",6941,1,"Marie Curtis Park East Beach","30W","2019-07-05",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6942",6942,2,"Sunnyside Beach","23W","2019-07-05",NA,"no data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6943",6943,2,"Sunnyside Beach","17W","2019-07-05",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6944",6944,2,"Sunnyside Beach","18W","2019-07-05",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6945",6945,2,"Sunnyside Beach","19W","2019-07-05",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6946",6946,2,"Sunnyside Beach","20W","2019-07-05",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6947",6947,2,"Sunnyside Beach","21W","2019-07-05",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6948",6948,2,"Sunnyside Beach","22W","2019-07-05",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6949",6949,1,"Marie Curtis Park East Beach","29W","2019-07-04",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6950",6950,1,"Marie Curtis Park East Beach","33W","2019-07-04",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6951",6951,1,"Marie Curtis Park East Beach","32W","2019-07-04",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6952",6952,1,"Marie Curtis Park East Beach","31W","2019-07-04",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6953",6953,1,"Marie Curtis Park East Beach","30W","2019-07-04",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6954",6954,2,"Sunnyside Beach","23W","2019-07-04",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6955",6955,2,"Sunnyside Beach","17W","2019-07-04",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6956",6956,2,"Sunnyside Beach","18W","2019-07-04",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6957",6957,2,"Sunnyside Beach","19W","2019-07-04",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6958",6958,2,"Sunnyside Beach","20W","2019-07-04",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6959",6959,2,"Sunnyside Beach","21W","2019-07-04",1000,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6960",6960,2,"Sunnyside Beach","22W","2019-07-04",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6961",6961,1,"Marie Curtis Park East Beach","29W","2019-07-03",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6962",6962,1,"Marie Curtis Park East Beach","33W","2019-07-03",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6963",6963,1,"Marie Curtis Park East Beach","32W","2019-07-03",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6964",6964,1,"Marie Curtis Park East Beach","31W","2019-07-03",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"6965",6965,1,"Marie Curtis Park East Beach","30W","2019-07-03",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"6966",6966,2,"Sunnyside Beach","23W","2019-07-03",NA,"No data","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"6967",6967,2,"Sunnyside Beach","17W","2019-07-03",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"6968",6968,2,"Sunnyside Beach","18W","2019-07-03",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"6969",6969,2,"Sunnyside Beach","19W","2019-07-03",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"6970",6970,2,"Sunnyside Beach","20W","2019-07-03",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"6971",6971,2,"Sunnyside Beach","21W","2019-07-03",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"6972",6972,2,"Sunnyside Beach","22W","2019-07-03",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"6973",6973,1,"Marie Curtis Park East Beach","29W","2019-07-02",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"6974",6974,1,"Marie Curtis Park East Beach","33W","2019-07-02",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"6975",6975,1,"Marie Curtis Park East Beach","32W","2019-07-02",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"6976",6976,1,"Marie Curtis Park East Beach","31W","2019-07-02",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
