"","X_id","beachId","beachName","siteName","collectionDate","eColi","comments","geometry"
"20875",20875,1,"Marie Curtis Park East Beach","32W","2007-08-27",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20876",20876,1,"Marie Curtis Park East Beach","31W","2007-08-27",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20877",20877,1,"Marie Curtis Park East Beach","30W","2007-08-27",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20878",20878,2,"Sunnyside Beach","23W","2007-08-27",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20879",20879,2,"Sunnyside Beach","18W","2007-08-27",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20880",20880,2,"Sunnyside Beach","17W","2007-08-27",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20881",20881,2,"Sunnyside Beach","19W","2007-08-27",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20882",20882,2,"Sunnyside Beach","21W","2007-08-27",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20883",20883,2,"Sunnyside Beach","22W","2007-08-27",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20884",20884,2,"Sunnyside Beach","20W","2007-08-27",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20885",20885,1,"Marie Curtis Park East Beach","29W","2007-08-26",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20886",20886,1,"Marie Curtis Park East Beach","33W","2007-08-26",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20887",20887,1,"Marie Curtis Park East Beach","32W","2007-08-26",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20888",20888,1,"Marie Curtis Park East Beach","31W","2007-08-26",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20889",20889,1,"Marie Curtis Park East Beach","30W","2007-08-26",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20890",20890,2,"Sunnyside Beach","23W","2007-08-26",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20891",20891,2,"Sunnyside Beach","18W","2007-08-26",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20892",20892,2,"Sunnyside Beach","17W","2007-08-26",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20893",20893,2,"Sunnyside Beach","19W","2007-08-26",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20894",20894,2,"Sunnyside Beach","21W","2007-08-26",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20895",20895,2,"Sunnyside Beach","22W","2007-08-26",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20896",20896,2,"Sunnyside Beach","20W","2007-08-26",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20897",20897,2,"Sunnyside Beach","23W","2007-08-25",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20898",20898,2,"Sunnyside Beach","18W","2007-08-25",750,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20899",20899,2,"Sunnyside Beach","17W","2007-08-25",490,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20900",20900,2,"Sunnyside Beach","19W","2007-08-25",420,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20901",20901,2,"Sunnyside Beach","21W","2007-08-25",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20902",20902,2,"Sunnyside Beach","22W","2007-08-25",330,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20903",20903,2,"Sunnyside Beach","20W","2007-08-25",270,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20904",20904,1,"Marie Curtis Park East Beach","29W","2007-08-24",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20905",20905,1,"Marie Curtis Park East Beach","33W","2007-08-24",400,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20906",20906,1,"Marie Curtis Park East Beach","32W","2007-08-24",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20907",20907,1,"Marie Curtis Park East Beach","31W","2007-08-24",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20908",20908,1,"Marie Curtis Park East Beach","30W","2007-08-24",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20909",20909,2,"Sunnyside Beach","23W","2007-08-24",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20910",20910,2,"Sunnyside Beach","18W","2007-08-24",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20911",20911,2,"Sunnyside Beach","17W","2007-08-24",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20912",20912,2,"Sunnyside Beach","19W","2007-08-24",240,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20913",20913,2,"Sunnyside Beach","21W","2007-08-24",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20914",20914,2,"Sunnyside Beach","22W","2007-08-24",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20915",20915,2,"Sunnyside Beach","20W","2007-08-24",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20916",20916,1,"Marie Curtis Park East Beach","29W","2007-08-23",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20917",20917,1,"Marie Curtis Park East Beach","33W","2007-08-23",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20918",20918,1,"Marie Curtis Park East Beach","32W","2007-08-23",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20919",20919,1,"Marie Curtis Park East Beach","31W","2007-08-23",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20920",20920,1,"Marie Curtis Park East Beach","30W","2007-08-23",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20921",20921,2,"Sunnyside Beach","23W","2007-08-23",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20922",20922,2,"Sunnyside Beach","18W","2007-08-23",300,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20923",20923,2,"Sunnyside Beach","17W","2007-08-23",410,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20924",20924,2,"Sunnyside Beach","19W","2007-08-23",650,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20925",20925,2,"Sunnyside Beach","21W","2007-08-23",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20926",20926,2,"Sunnyside Beach","22W","2007-08-23",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20927",20927,2,"Sunnyside Beach","20W","2007-08-23",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20928",20928,1,"Marie Curtis Park East Beach","29W","2007-08-22",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20929",20929,1,"Marie Curtis Park East Beach","33W","2007-08-22",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20930",20930,1,"Marie Curtis Park East Beach","32W","2007-08-22",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20931",20931,1,"Marie Curtis Park East Beach","31W","2007-08-22",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20932",20932,1,"Marie Curtis Park East Beach","30W","2007-08-22",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20933",20933,2,"Sunnyside Beach","23W","2007-08-22",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20934",20934,2,"Sunnyside Beach","18W","2007-08-22",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20935",20935,2,"Sunnyside Beach","17W","2007-08-22",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20936",20936,2,"Sunnyside Beach","19W","2007-08-22",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20937",20937,2,"Sunnyside Beach","21W","2007-08-22",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20938",20938,2,"Sunnyside Beach","22W","2007-08-22",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20939",20939,2,"Sunnyside Beach","20W","2007-08-22",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20940",20940,1,"Marie Curtis Park East Beach","29W","2007-08-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20941",20941,1,"Marie Curtis Park East Beach","33W","2007-08-21",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20942",20942,1,"Marie Curtis Park East Beach","32W","2007-08-21",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20943",20943,1,"Marie Curtis Park East Beach","31W","2007-08-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20944",20944,1,"Marie Curtis Park East Beach","30W","2007-08-21",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20945",20945,2,"Sunnyside Beach","23W","2007-08-21",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20946",20946,2,"Sunnyside Beach","18W","2007-08-21",470,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20947",20947,2,"Sunnyside Beach","17W","2007-08-21",420,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20948",20948,2,"Sunnyside Beach","19W","2007-08-21",830,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20949",20949,2,"Sunnyside Beach","21W","2007-08-21",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20950",20950,2,"Sunnyside Beach","22W","2007-08-21",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20951",20951,2,"Sunnyside Beach","20W","2007-08-21",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20952",20952,1,"Marie Curtis Park East Beach","29W","2007-08-20",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20953",20953,1,"Marie Curtis Park East Beach","33W","2007-08-20",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20954",20954,1,"Marie Curtis Park East Beach","32W","2007-08-20",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20955",20955,1,"Marie Curtis Park East Beach","31W","2007-08-20",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20956",20956,1,"Marie Curtis Park East Beach","30W","2007-08-20",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20957",20957,2,"Sunnyside Beach","23W","2007-08-20",220,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20958",20958,2,"Sunnyside Beach","18W","2007-08-20",470,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20959",20959,2,"Sunnyside Beach","17W","2007-08-20",420,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20960",20960,2,"Sunnyside Beach","19W","2007-08-20",830,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20961",20961,2,"Sunnyside Beach","21W","2007-08-20",200,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20962",20962,2,"Sunnyside Beach","22W","2007-08-20",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20963",20963,2,"Sunnyside Beach","20W","2007-08-20",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20964",20964,1,"Marie Curtis Park East Beach","29W","2007-08-19",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20965",20965,1,"Marie Curtis Park East Beach","33W","2007-08-19",120,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20966",20966,1,"Marie Curtis Park East Beach","32W","2007-08-19",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20967",20967,1,"Marie Curtis Park East Beach","31W","2007-08-19",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20968",20968,1,"Marie Curtis Park East Beach","30W","2007-08-19",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20969",20969,2,"Sunnyside Beach","23W","2007-08-19",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20970",20970,2,"Sunnyside Beach","18W","2007-08-19",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20971",20971,2,"Sunnyside Beach","17W","2007-08-19",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20972",20972,2,"Sunnyside Beach","19W","2007-08-19",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20973",20973,2,"Sunnyside Beach","21W","2007-08-19",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20974",20974,2,"Sunnyside Beach","22W","2007-08-19",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20975",20975,2,"Sunnyside Beach","20W","2007-08-19",160,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20976",20976,1,"Marie Curtis Park East Beach","29W","2007-08-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20977",20977,1,"Marie Curtis Park East Beach","33W","2007-08-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20978",20978,1,"Marie Curtis Park East Beach","32W","2007-08-18",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20979",20979,1,"Marie Curtis Park East Beach","31W","2007-08-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20980",20980,1,"Marie Curtis Park East Beach","30W","2007-08-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20981",20981,2,"Sunnyside Beach","23W","2007-08-18",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20982",20982,2,"Sunnyside Beach","17W","2007-08-18",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20983",20983,2,"Sunnyside Beach","19W","2007-08-18",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20984",20984,2,"Sunnyside Beach","21W","2007-08-18",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20985",20985,2,"Sunnyside Beach","22W","2007-08-18",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20986",20986,2,"Sunnyside Beach","18W","2007-08-18",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20987",20987,2,"Sunnyside Beach","20W","2007-08-18",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"20988",20988,1,"Marie Curtis Park East Beach","29W","2007-08-17",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"20989",20989,1,"Marie Curtis Park East Beach","33W","2007-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"20990",20990,1,"Marie Curtis Park East Beach","32W","2007-08-17",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"20991",20991,1,"Marie Curtis Park East Beach","31W","2007-08-17",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"20992",20992,1,"Marie Curtis Park East Beach","30W","2007-08-17",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"20993",20993,2,"Sunnyside Beach","23W","2007-08-17",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"20994",20994,2,"Sunnyside Beach","17W","2007-08-17",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"20995",20995,2,"Sunnyside Beach","19W","2007-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"20996",20996,2,"Sunnyside Beach","21W","2007-08-17",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"20997",20997,2,"Sunnyside Beach","22W","2007-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"20998",20998,2,"Sunnyside Beach","18W","2007-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"20999",20999,2,"Sunnyside Beach","20W","2007-08-17",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21000",21000,1,"Marie Curtis Park East Beach","29W","2007-08-16",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21001",21001,1,"Marie Curtis Park East Beach","33W","2007-08-16",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"21002",21002,1,"Marie Curtis Park East Beach","32W","2007-08-16",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"21003",21003,1,"Marie Curtis Park East Beach","31W","2007-08-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"21004",21004,1,"Marie Curtis Park East Beach","30W","2007-08-16",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"21005",21005,2,"Sunnyside Beach","23W","2007-08-16",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"21006",21006,2,"Sunnyside Beach","17W","2007-08-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"21007",21007,2,"Sunnyside Beach","19W","2007-08-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"21008",21008,2,"Sunnyside Beach","21W","2007-08-16",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"21009",21009,2,"Sunnyside Beach","22W","2007-08-16",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"21010",21010,2,"Sunnyside Beach","18W","2007-08-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"21011",21011,2,"Sunnyside Beach","20W","2007-08-16",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21012",21012,1,"Marie Curtis Park East Beach","29W","2007-08-15",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21013",21013,1,"Marie Curtis Park East Beach","33W","2007-08-15",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"21014",21014,1,"Marie Curtis Park East Beach","32W","2007-08-15",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"21015",21015,1,"Marie Curtis Park East Beach","31W","2007-08-15",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"21016",21016,1,"Marie Curtis Park East Beach","30W","2007-08-15",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"21017",21017,2,"Sunnyside Beach","23W","2007-08-15",230,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"21018",21018,2,"Sunnyside Beach","17W","2007-08-15",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"21019",21019,2,"Sunnyside Beach","19W","2007-08-15",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"21020",21020,2,"Sunnyside Beach","21W","2007-08-15",180,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"21021",21021,2,"Sunnyside Beach","22W","2007-08-15",100,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"21022",21022,2,"Sunnyside Beach","18W","2007-08-15",130,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"21023",21023,2,"Sunnyside Beach","20W","2007-08-15",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21024",21024,1,"Marie Curtis Park East Beach","29W","2007-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21025",21025,1,"Marie Curtis Park East Beach","33W","2007-08-14",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"21026",21026,1,"Marie Curtis Park East Beach","32W","2007-08-14",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"21027",21027,1,"Marie Curtis Park East Beach","31W","2007-08-14",10,"<","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"21028",21028,1,"Marie Curtis Park East Beach","30W","2007-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"21029",21029,2,"Sunnyside Beach","23W","2007-08-14",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"21030",21030,2,"Sunnyside Beach","17W","2007-08-14",170,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"21031",21031,2,"Sunnyside Beach","19W","2007-08-14",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"21032",21032,2,"Sunnyside Beach","21W","2007-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"21033",21033,2,"Sunnyside Beach","22W","2007-08-14",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"21034",21034,2,"Sunnyside Beach","18W","2007-08-14",250,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"21035",21035,2,"Sunnyside Beach","20W","2007-08-14",20,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21036",21036,1,"Marie Curtis Park East Beach","29W","2007-08-13",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21037",21037,1,"Marie Curtis Park East Beach","33W","2007-08-13",140,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"21038",21038,1,"Marie Curtis Park East Beach","32W","2007-08-13",350,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"21039",21039,1,"Marie Curtis Park East Beach","31W","2007-08-13",80,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"21040",21040,1,"Marie Curtis Park East Beach","30W","2007-08-13",210,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"21041",21041,2,"Sunnyside Beach","23W","2007-08-13",70,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"21042",21042,2,"Sunnyside Beach","17W","2007-08-13",1500,"est","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"21043",21043,2,"Sunnyside Beach","19W","2007-08-13",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"21044",21044,2,"Sunnyside Beach","22W","2007-08-13",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"21045",21045,2,"Sunnyside Beach","18W","2007-08-13",150,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"21046",21046,2,"Sunnyside Beach","20W","2007-08-13",230,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21047",21047,2,"Sunnyside Beach","21W","2007-08-13",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"21048",21048,1,"Marie Curtis Park East Beach","29W","2007-08-12",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21049",21049,1,"Marie Curtis Park East Beach","33W","2007-08-12",390,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
"21050",21050,1,"Marie Curtis Park East Beach","32W","2007-08-12",330,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54056, 43.58511]]}"
"21051",21051,1,"Marie Curtis Park East Beach","31W","2007-08-12",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.54039, 43.585304]]}"
"21052",21052,1,"Marie Curtis Park East Beach","30W","2007-08-12",110,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540054, 43.58561]]}"
"21053",21053,2,"Sunnyside Beach","23W","2007-08-12",50,"None","{'type': 'MultiPoint', 'coordinates': [[-79.461525, 43.63625]]}"
"21054",21054,2,"Sunnyside Beach","17W","2007-08-12",170,"None","{'type': 'MultiPoint', 'coordinates': [[-79.451, 43.63639]]}"
"21055",21055,2,"Sunnyside Beach","19W","2007-08-12",40,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45411, 43.63711]]}"
"21056",21056,2,"Sunnyside Beach","22W","2007-08-12",10,"None","{'type': 'MultiPoint', 'coordinates': [[-79.46005, 43.636723]]}"
"21057",21057,2,"Sunnyside Beach","18W","2007-08-12",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45267, 43.636612]]}"
"21058",21058,2,"Sunnyside Beach","20W","2007-08-12",190,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45564, 43.637165]]}"
"21059",21059,2,"Sunnyside Beach","21W","2007-08-12",90,"None","{'type': 'MultiPoint', 'coordinates': [[-79.45753, 43.63711]]}"
"21060",21060,1,"Marie Curtis Park East Beach","29W","2007-08-11",60,"None","{'type': 'MultiPoint', 'coordinates': [[-79.539696, 43.58592]]}"
"21061",21061,1,"Marie Curtis Park East Beach","33W","2007-08-11",30,"None","{'type': 'MultiPoint', 'coordinates': [[-79.540886, 43.58486]]}"
